id,food_code,food_name,energy,water,protein,fat,dietaryfiber,carbohydrate,category
298,3019,（でん粉糖類）　ぶどう糖　無水結晶,374,0.3,0,0,0,99.7,３ 砂糖及び甘味類
299,3020,（でん粉糖類）　果糖,375,0.1,0,0,0,99.9,３ 砂糖及び甘味類
300,3026,（でん粉糖類）　異性化液糖　ぶどう糖果糖液糖,283,25,0,0,0,75,３ 砂糖及び甘味類
301,3027,（でん粉糖類）　異性化液糖　果糖ぶどう糖液糖,283,25,0,0,0,75,３ 砂糖及び甘味類
302,3028,（でん粉糖類）　異性化液糖　高果糖液糖,282,25,0,0,0,75,３ 砂糖及び甘味類
303,3029,（その他）　黒蜜,199,46.5,1,0,0,50.5,３ 砂糖及び甘味類
304,3022,（その他）　はちみつ,329,17.6,0.3,0,0,81.9,３ 砂糖及び甘味類
305,3023,（その他）　メープルシロップ,266,33,0.1,0,0,66.3,３ 砂糖及び甘味類
306,4001,あずき　全粒　乾,304,14.2,20.8,2,24.8,59.6,４ 豆類
307,4002,あずき　全粒　ゆで,122,63.9,8.6,0.8,12.1,25.6,４ 豆類
308,4003,あずき　ゆで小豆缶詰,202,45.3,4.4,0.4,3.4,49.2,４ 豆類
309,4004,あずき　あん　こし生あん,147,62,9.8,0.6,6.8,27.1,４ 豆類
310,4005,あずき　あん　さらしあん　（乾燥あん）,335,7.8,23.5,1,26.8,66.8,４ 豆類
311,4101,あずき　あん　こし練りあん　（並あん）,255,35,5.6,0.3,3.9,58.8,４ 豆類
312,4102,あずき　あん　こし練りあん　（中割りあん）,262,33.2,5.1,0.3,3.5,61.1,４ 豆類
313,4103,あずき　あん　こし練りあん　（もなかあん）,292,25.7,5.1,0.3,3.5,68.6,４ 豆類
314,4006,あずき　あん　つぶし練りあん,239,39.3,5.6,0.6,5.7,54,４ 豆類
315,4007,いんげんまめ　全粒　乾,280,15.3,22.1,2.5,19.6,56.4,４ 豆類
316,4008,いんげんまめ　全粒　ゆで,127,63.6,9.3,1.2,13.6,24.5,４ 豆類
317,4009,いんげんまめ　うずら豆,214,41.4,6.7,1.3,5.9,49.6,４ 豆類
318,4010,いんげんまめ　こし生あん,135,62.3,9.4,0.9,8.5,27,４ 豆類
319,4011,いんげんまめ　豆きんとん,238,37.8,4.9,0.5,4.8,56.2,４ 豆類
320,4012,えんどう　全粒　青えんどう　乾,310,13.4,21.7,2.3,17.4,60.4,４ 豆類
321,4013,えんどう　全粒　青えんどう　ゆで,129,63.8,9.2,1,7.7,25.2,４ 豆類
322,4074,えんどう　全粒　赤えんどう　乾,310,13.4,21.7,2.3,17.4,60.4,４ 豆類
323,4075,えんどう　全粒　赤えんどう　ゆで,129,63.8,9.2,1,7.7,25.2,４ 豆類
324,4014,えんどう　グリンピース（揚げ豆）,375,5.6,20.8,11.6,19.6,58.8,４ 豆類
325,4015,えんどう　塩豆,321,6.3,23.3,2.4,17.9,61.5,４ 豆類
326,4016,えんどう　うぐいす豆,228,39.7,5.6,0.7,5.3,52.9,４ 豆類
327,4017,ささげ　全粒　乾,280,15.5,23.9,2,18.4,55,４ 豆類
328,4018,ささげ　全粒　ゆで,130,63.9,10.2,0.9,10.7,23.8,４ 豆類
329,4019,そらまめ　全粒　乾,323,13.3,26,2,9.3,55.9,４ 豆類
330,4020,そらまめ　フライビーンズ,436,4,24.7,20.8,14.9,46.4,４ 豆類
331,4021,そらまめ　おたふく豆,237,37.2,7.9,1.2,5.9,52.2,４ 豆類
332,4022,そらまめ　ふき豆,251,34.5,9.6,1.6,4.5,52.5,４ 豆類
333,4076,そらまめ　しょうゆ豆,173,50.2,9.8,0.9,10.1,37.1,４ 豆類
334,4104,だいず　［全粒・全粒製品］　全粒　青大豆　国産　乾,354,12.5,33.5,19.3,20.1,30.1,４ 豆類
335,4105,だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで,145,65.5,15,8.2,8,9.9,４ 豆類
336,4023,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,372,12.4,33.8,19.7,21.5,29.5,４ 豆類
337,4024,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,163,65.4,14.8,9.8,8.5,8.4,４ 豆類
338,4025,だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,402,11.7,33,21.7,15.9,28.8,４ 豆類
339,4026,だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,391,12.5,32.8,19.5,15.6,30.8,４ 豆類
340,4027,だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,414,8.3,33.6,22.6,17.3,30.7,４ 豆類
341,4077,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,349,12.7,33.9,18.8,20.6,28.9,４ 豆類
342,4106,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,155,65.1,14.7,8.6,7.9,9.8,４ 豆類
343,4080,だいず　［全粒・全粒製品］　いり大豆　青大豆,425,2.7,37.7,20.7,18.4,33.9,４ 豆類
344,4078,だいず　［全粒・全粒製品］　いり大豆　黄大豆,429,2.5,37.5,21.6,19.4,33.3,４ 豆類
345,4079,だいず　［全粒・全粒製品］　いり大豆　黒大豆,431,2.4,36.4,22,19.2,34.3,４ 豆類
346,4028,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,124,71.7,12.9,6.7,6.8,7.7,４ 豆類
347,4081,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,186,57.4,16.6,9.8,10.6,13.8,４ 豆類
348,4082,だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,424,5.9,37,22.8,16.9,29.3,４ 豆類
349,4096,だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,418,5.2,36.6,24.6,20.8,28.3,４ 豆類
350,4029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,451,4,36.7,25.7,18.1,28.5,４ 豆類
351,4030,だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,456,2.6,37.5,25.1,15.3,29.5,４ 豆類
352,4109,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,392,3.3,18.5,11.4,8.4,64.3,４ 豆類
353,4110,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,406,2.3,18.3,12.9,9,63.9,４ 豆類
354,4083,だいず　［全粒・全粒製品］　大豆はいが,404,3.9,37.8,14.7,18.8,39.5,４ 豆類
355,4031,だいず　［全粒・全粒製品］　ぶどう豆,265,36,14.1,9.4,6.3,37,４ 豆類
356,4032,だいず　［豆腐・油揚げ類］　木綿豆腐,73,85.9,7,4.9,1.1,1.5,４ 豆類
357,4097,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,73,85.9,7,4.9,1.1,1.5,４ 豆類
358,4098,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,73,85.9,7,4.9,1.1,1.5,４ 豆類
359,4033,だいず　［豆腐・油揚げ類］　絹ごし豆腐,56,88.5,5.3,3.5,0.9,2,４ 豆類
360,4099,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,56,88.5,5.3,3.5,0.9,2,４ 豆類
361,4100,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,56,88.5,5.3,3.5,0.9,2,４ 豆類
362,4034,だいず　［豆腐・油揚げ類］　ソフト豆腐,56,88.9,5.1,3.3,0.4,2,４ 豆類
363,4035,だいず　［豆腐・油揚げ類］　充てん豆腐,56,88.6,5,3.1,0.3,2.5,４ 豆類
364,4036,だいず　［豆腐・油揚げ類］　沖縄豆腐,99,81.8,9.1,7.2,0.5,0.7,４ 豆類
365,4037,だいず　［豆腐・油揚げ類］　ゆし豆腐,47,90,4.3,2.8,0.3,1.7,４ 豆類
366,4038,だいず　［豆腐・油揚げ類］　焼き豆腐,82,84.8,7.8,5.7,0.5,1,４ 豆類
367,4039,だいず　［豆腐・油揚げ類］　生揚げ,143,75.9,10.7,11.3,0.7,0.9,４ 豆類
368,4040,だいず　［豆腐・油揚げ類］　油揚げ　生,377,39.9,23.4,34.4,1.3,0.4,４ 豆類
369,4084,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生,266,56.9,18.2,23.4,0.9,0,４ 豆類
370,4086,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで,164,72.6,12.4,13.8,0.6,0.3,４ 豆類
371,4085,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き,361,40.2,24.9,32.2,1.2,0.7,４ 豆類
372,4095,だいず　［豆腐・油揚げ類］　油揚げ　甘煮,231,54.9,11.2,13,0.5,19.1,４ 豆類
373,4041,だいず　［豆腐・油揚げ類］　がんもどき,223,63.5,15.3,17.8,1.4,1.6,４ 豆類
374,4042,だいず　［豆腐・油揚げ類］　凍り豆腐　乾,496,7.2,50.5,34.1,2.5,4.2,４ 豆類
375,4087,だいず　［豆腐・油揚げ類］　凍り豆腐　水煮,104,79.6,10.7,7.3,0.5,1.1,４ 豆類
376,4043,だいず　［豆腐・油揚げ類］　豆腐よう,183,60.6,9.5,8.3,0.8,19.1,４ 豆類
377,4044,だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し,121,71.6,14.9,4.4,0.8,6.7,４ 豆類
378,4045,だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き,133,68.8,16.1,4.9,0.7,7.5,４ 豆類
379,4088,だいず　［豆腐・油揚げ類］　ろくじょう豆腐,332,26.5,34.7,21.5,3.2,3.8,４ 豆類
380,4046,だいず　［納豆類］　糸引き納豆,190,59.5,16.5,10,6.7,12.1,４ 豆類
381,4047,だいず　［納豆類］　挽きわり納豆,185,60.9,16.6,10,5.9,10.5,４ 豆類
382,4048,だいず　［納豆類］　五斗納豆,214,45.8,15.3,8.1,4.9,24,４ 豆類
383,4049,だいず　［納豆類］　寺納豆,248,24.4,18.6,8.1,7.6,31.5,４ 豆類
384,4051,だいず　［その他］　おから　生,88,75.5,6.1,3.6,11.5,13.8,４ 豆類
385,4089,だいず　［その他］　おから　乾燥,333,7.1,23.1,13.6,43.6,52.3,４ 豆類
386,4052,だいず　［その他］　豆乳　豆乳,44,90.8,3.6,2,0.2,3.1,４ 豆類
387,4053,だいず　［その他］　豆乳　調製豆乳,63,87.9,3.2,3.6,0.3,4.8,４ 豆類
388,4054,だいず　［その他］　豆乳　豆乳飲料・麦芽コーヒー,59,87.4,2.2,2.2,0.1,7.8,４ 豆類
389,4055,だいず　［その他］　大豆たんぱく　粒状大豆たんぱく,318,7.8,46.3,3,17.8,36.7,４ 豆類
390,4056,だいず　［その他］　大豆たんぱく　濃縮大豆たんぱく,313,6.8,58.2,1.7,20.9,27.9,４ 豆類
391,4057,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,335,5.9,79.1,3,4.2,7.5,４ 豆類
392,4090,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,335,5.9,79.1,3,4.2,7.5,４ 豆類
393,4058,だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,365,5.8,59.3,5,5.6,25.2,４ 豆類
394,4059,だいず　［その他］　湯葉　生,218,59.1,21.8,13.7,0.8,4.1,４ 豆類
395,4060,だいず　［その他］　湯葉　干し　乾,485,6.9,50.4,32.1,3,7.2,４ 豆類
396,4091,だいず　［その他］　湯葉　干し　湯戻し,151,72.8,15.7,10.6,1.2,0.1,４ 豆類
397,4061,だいず　［その他］　金山寺みそ,247,34.3,6.9,3.2,3.2,50,４ 豆類
398,4062,だいず　［その他］　ひしおみそ,198,46.3,6.5,2.7,2.8,38.8,４ 豆類
399,4063,だいず　［その他］　テンペ,180,57.8,15.8,9,10.2,15.4,４ 豆類
400,4064,つるあずき　全粒　乾,297,12,20.8,1.6,22,61.8,４ 豆類
401,4092,つるあずき　全粒　ゆで,132,60.5,9.7,1,13.4,27.5,４ 豆類
402,4065,ひよこまめ　全粒　乾,336,10.4,20,5.2,16.3,61.5,４ 豆類
403,4066,ひよこまめ　全粒　ゆで,149,59.6,9.5,2.5,11.6,27.4,４ 豆類
404,4067,ひよこまめ　全粒　フライ　味付け,366,4.6,18.8,10.4,21,62.6,４ 豆類
405,4068,べにばないんげん　全粒　乾,273,15.4,17.2,1.7,26.7,61.2,４ 豆類
406,4069,べにばないんげん　全粒　ゆで,103,69.7,6.2,0.6,7.6,22.3,４ 豆類
407,4108,やぶまめ　乾,383,13.1,23.4,10.1,0,49.5,４ 豆類
408,4070,らいまめ　全粒　乾,306,11.7,21.9,1.8,19.6,60.8,４ 豆類
409,4093,らいまめ　全粒　ゆで,122,62.3,9.6,0.9,10.9,26,４ 豆類
